index	table_id	annotator_id	premise	hypothesis	label 
3338	T524	GW33	to be or not to be	Dance Gavin Dance is closed on 2005	2
3339	T524	GW28	to be or not to be	Dance Gavin Dance is an American rock band.	0
3340	T524	GW28	to be or not to be	Dance Gavin Dance has won many awards for its music.	1
3341	T524	GW28	to be or not to be	Dance Gavin Dance has performed for two decades.	2
3342	T524	GW51	to be or not to be	Dance Gavin Dance is a California based rock band.	0
3343	T524	GW51	to be or not to be	Dance Gavin Dance has no band members named Gavin.	1
3344	T524	GW51	to be or not to be	Dance Gavin Dance has been performing reggae rock since 1998.	2
3345	T525	GW35	to be or not to be	Jean Metzinger is a Painter.	0
3346	T525	GW35	to be or not to be	Jean Metzinger produced only one painting in his lifetime.	1
3347	T525	GW35	to be or not to be	Jean Metzinger specializes in acrylic painting.	2
3348	T525	GW3	to be or not to be	Jean Metzinger made an oil painting in 1912 which is displayed at Albright-Knox Art Gallery.	0
3349	T525	GW3	to be or not to be	Jean Metzinger was an American artist	1
3350	T525	GW3	to be or not to be	Jean Metzinger died in the year 1912.	2
3351	T525	GW11	to be or not to be	Jean Metzinger was a painter.	0
3352	T525	GW11	to be or not to be	Jean Metzinger lived in New York.	1
3353	T525	GW11	to be or not to be	Jean Metzinger lived in the 21 century.	2
3354	T528	GW53	to be or not to be	Dance at Bougival was painted by Pierre-Auguste Renoir.	0
3355	T528	GW53	to be or not to be	Pierre-Auguste Renoir is from France.	1
3356	T528	GW53	to be or not to be	Pierre-Auguste Renoir never painted on canvas.	2
3357	T528	GW28	to be or not to be	Dance at Bougival is a 19th century French work of art.	0
3358	T528	GW28	to be or not to be	Dance at Bougival was completed in a matter of days.	1
3359	T528	GW28	to be or not to be	Dance at Bougival is a mural painted on the ceiling of a church.	2
3360	T528	GW51	to be or not to be	The Dance at Bougival is an oil painting at the Museum of Fine Arts in Boston.	0
3361	T528	GW51	to be or not to be	Dance at Bougival is Pierre-Auguste Renoir's only oil painting.	1
3362	T528	GW51	to be or not to be	Pierre-Auguste Renoir was born in 1884.	2
3363	T529	GW28	to be or not to be	Cigarettes After Sex is an American musical group.	0
3364	T529	GW28	to be or not to be	Cigarettes After Sex is made up of four brothers.	1
3365	T529	GW28	to be or not to be	Cigarettes After Sex engage in no marketing of the group.	2
3366	T529	GW33	to be or not to be	Cigarettes After Sex has its own website called www.cigarettesaftersex.com	0
3367	T529	GW33	to be or not to be	Cigarettes After Sex is opened at  El Paso, Texas, US	1
3368	T529	GW33	to be or not to be	Cigarettes After Sex is closed on 2008	2
3369	T529	GW51	to be or not to be	Cigarettes After Sex are a pop group from Texas.	0
3370	T529	GW51	to be or not to be	Despite the band's name, no one in the band smokes cigarettes.	1
3371	T529	GW51	to be or not to be	Cigarrettes After Sex are well known for their 20 years of performing polka-style rock.	2
3372	T530	GW28	to be or not to be	Cobie Smulders is a Canadian entertainer.	0
3373	T530	GW28	to be or not to be	Cobie Smulders has appeared in movies and TV dramas.	1
3374	T530	GW28	to be or not to be	Cobie Smulders started her career in her teens.	2
3375	T530	GW35	to be or not to be	Cobie Smulders was 30 years old when she got married.	0
3376	T530	GW35	to be or not to be	Cobie Smulders has 2 sons.	1
3377	T530	GW35	to be or not to be	Cobie Smulders stopped acting.	2
3378	T530	GW33	to be or not to be	Cobie Smulders is an Actress, model born on April 3, 1982.	0
3379	T530	GW33	to be or not to be	Cobie Smulders is got married on 2012	1
3380	T530	GW33	to be or not to be	Taran Killam is born on  April 3, 1982.	2
3381	T531	GW28	to be or not to be	Christ in the House of His Parents is a 19th century painting currently located in England.	0
3382	T531	GW28	to be or not to be	Christ in the House of His Parents is held in a wooden frame.	1
3383	T531	GW28	to be or not to be	Christ in the House of His Parents is a mural on the ceiling of the Tate museum.	2
3384	T531	GW51	to be or not to be	Christ in the House of His Parents is a famous oil painting by John Everett Millais.	0
3385	T531	GW51	to be or not to be	Millais's only painting in the Tate Modern Museum is the Christ in the House of His Parents.	1
3386	T531	GW51	to be or not to be	The Christ in the House of His Parents is the only oil painting with both height and width under 12 inches to be hung in the Tate Britain in London.	2
3387	T531	GW35	to be or not to be	Christ in the House of His Parents is a 19th century painting.	0
3388	T531	GW35	to be or not to be	John Everett Millais creates only oil on canvas paintings.	1
3389	T531	GW35	to be or not to be	Christ in the House of His Parents is a digital painting.	2
3390	T532	GW12	to be or not to be	Country Time Lemonade has been in existence for at least 40 years.	0
3391	T532	GW12	to be or not to be	CountryTime.com is a website for Kraft foods.	1
3392	T532	GW12	to be or not to be	Country Time Lemonade is a powdered drink mix available only in raspberry and strawberry flavors.	2
3393	T532	GW51	to be or not to be	Country Time Lemonade is powdered drink mix made by Kraft Foods.	0
3394	T532	GW51	to be or not to be	Country Time Lemonade was originally a Rockefeller family receipe before it was commercialized.	1
3395	T532	GW51	to be or not to be	Country Time Lemonade was originally introduced by Heinz in 1972.	2
3396	T532	GW28	to be or not to be	Country Time Lemonade is an artificially colored American powdered drink mix.	0
3397	T532	GW28	to be or not to be	Country Time Lemonade is a sweetened artificially flavored drink mix.	1
3398	T532	GW28	to be or not to be	Country Time Lemonade is beverage made from all natural ingredients.	2
3399	T533	GW28	to be or not to be	Deep Throat is an American 70s film.	0
3400	T533	GW28	to be or not to be	Deep Throat is a classic American porn film.	1
3401	T533	GW28	to be or not to be	Deep Throat did poorly at the box office.	2
3402	T533	GW51	to be or not to be	Deep Throat is a low-budget movie directed by Gerad Damiano.	0
3403	T533	GW51	to be or not to be	Deep Throat is the only movie Gerard Damiano directed in his career.	1
3404	T533	GW51	to be or not to be	Deep Throat was the first movie to be distributed by the Branston Distrubting Company in the 1980's.	2
3405	T533	GW35	to be or not to be	The Director of the film Deep Throat also did the editing.	0
3406	T533	GW35	to be or not to be	The nickname of the Producer is Butchie.	1
3407	T533	GW35	to be or not to be	The movie Deep Throat was a flop.	2
3408	T538	GW51	to be or not to be	DIA is a K-pop group from Korea.	0
3409	T538	GW51	to be or not to be	DIA stands for Death In Action.	1
3410	T538	GW51	to be or not to be	DIA performs under the Top Dawg Entertainment group in the United States since 2011.	2
3411	T538	GW28	to be or not to be	DIA is a South Korean musical group.	0
3412	T538	GW28	to be or not to be	DIA is made up of 8 members.	1
3413	T538	GW28	to be or not to be	DIA debuted a decade ago.	2
3414	T538	GW45	to be or not to be	Genre k-pop of DIA labeled at MBK entertainment	0
3415	T538	GW45	to be or not to be	I.O.I is a one of the associated act in DIA or UNI.T	1
3416	T538	GW45	to be or not to be	This K-pop has no website	2
3417	T539	GW33	to be or not to be	Claude Chappe is born on  25 December 1763	0
3418	T539	GW33	to be or not to be	Claude Chappe is an telecommunication engineer	1
3419	T539	GW33	to be or not to be	Claude Chappe started his career at his age of 41	2
3420	T539	GW28	to be or not to be	Claude Chappe was an 18th century French engineer.	0
3421	T539	GW28	to be or not to be	Claude Chappe died penniless in spite of his many inventions.	1
3422	T539	GW28	to be or not to be	Claude Chappe was an uneducated man.	2
3423	T539	GW12	to be or not to be	Claude Chappe was an engineer born on Christmas day.	0
3424	T539	GW12	to be or not to be	Claude Chappe advanced telecommunications in the early 1760's.	1
3425	T539	GW12	to be or not to be	Claude Chappe spent 50 years on the semaphore system project.	2
3426	T540	GW54	to be or not to be	David was the King of Israel who born and died in Bethlehem, Judah, Israel	0
3427	T540	GW54	to be or not to be	David was succeeded by solomon after his death	1
3428	T540	GW54	to be or not to be	Ahinoam gave birth to solomon	2
3429	T540	GW11	to be or not to be	David was polygamous.	0
3430	T540	GW11	to be or not to be	David loved his wives .	1
3431	T540	GW11	to be or not to be	David was succeeded by his child.	2
3432	T540	GW21	to be or not to be	David had a large number of consorts but that was common of the age.	0
3433	T540	GW21	to be or not to be	David was one of the greatest kings of Isreal.	1
3434	T540	GW21	to be or not to be	David was able to lead his country to many battles and is consider a great battle king.	2
3435	T540	GW51	to be or not to be	David was a King of Israel around 10th century BC.	0
3436	T540	GW51	to be or not to be	David is the same David from the David and Goliath story in the Bible.	1
3437	T540	GW51	to be or not to be	David was preceded by Solomon and died in Syria.	2
3438	T541	GW11	to be or not to be	Democratic Republic of the Congo is a democracy .	0
3439	T541	GW11	to be or not to be	Democratic Republic of the Congo has a president.	1
3440	T541	GW11	to be or not to be	Democratic Republic of Congo was named  in the 80's.	2
3441	T541	GW28	to be or not to be	Democratic Republic of the Congo was once a Belgian colony.	0
3442	T541	GW28	to be or not to be	The national language of the Democratic Republic of the Congo is French.	1
3443	T541	GW28	to be or not to be	Democratic Republic of the Congo is a lawless failed state.	2
3444	T541	GW51	to be or not to be	The Democratic Republic of Congo was a former colony state of Belgium.	0
3445	T541	GW51	to be or not to be	The Democratic Republic of the Congo was originally open land owned by several African tribes before colonization.	1
3446	T541	GW51	to be or not to be	The Democratic Republic of the Congo gained independence from Portugal in July of 1962.	2
3447	T545	GW54	to be or not to be	Clean Bandit was formed in Cambridge	0
3448	T545	GW54	to be or not to be	Clean Bandit was originated in the year 2008	1
3449	T545	GW54	to be or not to be	Clean Bandit relates to only electronic Genre	2
3450	T545	GW12	to be or not to be	For 11 years, Clean Bandit has performed with acts such as Jess Glynne, Marina and Anne-Marie.	0
3451	T545	GW12	to be or not to be	Black Butter is a label associated with Jess Glynne.	1
3452	T545	GW12	to be or not to be	Clean Bandit is a country music group originating in England.	2
3453	T545	GW51	to be or not to be	Clean Bandit is an English band whom specializes in electronic and pop music.	0
3454	T545	GW51	to be or not to be	The name Clean Bandit came from the idea that the words clean and bandit seemed hypocritical together.	1
3455	T545	GW51	to be or not to be	Clean Bandit has been performing together under Atlantic records for several decades.	2
3456	T546	GW11	to be or not to be	Circus is less than 20 years old.	0
3457	T546	GW11	to be or not to be	Circus was released on Thanksgiving.	1
3458	T546	GW11	to be or not to be	Circus was recorded in th United States.	2
3459	T546	GW51	to be or not to be	Circus is a pop album released in 2008.	0
3460	T546	GW51	to be or not to be	Circus has had songs used in over 30 different feature-length films.	1
3461	T546	GW51	to be or not to be	Circus was a small production effort with just Guy Sigsworth over seeing the production under Jive Records.	2
3462	T546	GW0	to be or not to be	Circus was eventually released over two years after recording began.	0
3463	T546	GW0	to be or not to be	Benny Blanco is signed to Jive Records.	1
3464	T546	GW0	to be or not to be	Circus was recorded at several studios all within the United States.	2
3465	T546	GW21	to be or not to be	Circus was a large effort and include a large amount of producers, artist and technical support.	0
3466	T546	GW21	to be or not to be	Circus was a huge commercial success when it came out.	1
3467	T546	GW21	to be or not to be	The vinyl version of Circus is one of the rarest issues of that time period and commands a large premium.	2
3468	T547	GW28	to be or not to be	Criminal is an American film.	0
3469	T547	GW28	to be or not to be	Criminal is a action thriller concerning spys.	1
3470	T547	GW28	to be or not to be	Criminal broke even at the box office.	2
3471	T547	GW12	to be or not to be	Criminal is a movie that was released in the spring of 2016.	0
3472	T547	GW12	to be or not to be	Danny Rafic was one of the many producers of the movie Criminal.	1
3473	T547	GW12	to be or not to be	The budget for Criminal exceeded the Box Office proceeds.	2
3474	T547	GW51	to be or not to be	Criminal is movie that was released in the United States in 2016.	0
3475	T547	GW51	to be or not to be	Kevin Costner won an Oscar for best supporting actor for his role in Criminal.	1
3476	T547	GW51	to be or not to be	Criminal is entirely set in French and was released first in France before a box office run in the United States.	2
3477	T548	GW3	to be or not to be	Dallas is a city located in the plains of Texas.	0
3478	T548	GW3	to be or not to be	There are no hill stations in Texas.	1
3479	T548	GW3	to be or not to be	No rivers flow throw texas.	2
3480	T548	GW28	to be or not to be	Dallas, Texas is above sea-level.	0
3481	T548	GW28	to be or not to be	Dallas, Texas is hot and humid.	1
3482	T548	GW28	to be or not to be	Dallas, Texas has a smaller urban area compared to the area with water.	2
3483	T548	GW33	to be or not to be	Dallas, Texas is a city and its area is 385.8 sq mi (999.3 km2)	0
3484	T548	GW33	to be or not to be	Dallas, Texas is a urban city	1
3485	T548	GW33	to be or not to be	Dallas, Texas Elevation area is 385.8 sq mi (999.3 km2)	2
3486	T549	GW51	to be or not to be	Detroit was directed and starred in by Kathryn Bigelow.	0
3487	T549	GW51	to be or not to be	Detriot follows the lives of everyday citizens of Detriot and how they have dealt with the Financial Crisis of 2008.	1
3488	T549	GW51	to be or not to be	Detroit was originally released to Indian theaters in 2014 and distributed by Warner Brothers.	2
3489	T549	GW28	to be or not to be	Detroit is an American film.	0
3490	T549	GW28	to be or not to be	Detroit is a zombie thriller movie.	1
3491	T549	GW28	to be or not to be	Detroit was a box office success.	2
3492	T549	GW33	to be or not to be	Detroit is directed by Kathryn Bigelow and produced by Kathryn Bigelow, Mark Boal, Matthew Budman, Megan Ellison,  Colin Wilson	0
3493	T549	GW33	to be or not to be	Detroit is Released only in United States	1
3494	T549	GW33	to be or not to be	Kathryn Bigelow, Mark Boal, Matthew Budman, Megan Ellison Colin Wilson are acted in Detroit	2
3495	T550	GW51	to be or not to be	Circe Invidiosa is an oil painting by John William Waterhouse.	0
3496	T550	GW51	to be or not to be	John William Waterhouse had 3 wives.	1
3497	T550	GW51	to be or not to be	John William Waterhouse painted the Circe Invidiosa to be hung on a 4 story building wall.	2
3498	T550	GW28	to be or not to be	Circe Invidiosa is a 19th century work of art.	0
3499	T550	GW28	to be or not to be	Circe Invidiosa has a wooden frame.	1
3500	T550	GW28	to be or not to be	Circe Invidiosa is tall as it is wide.	2
3501	T550	GW54	to be or not to be	Circe Invidiosa is a painting by John William Waterhouse	0
3502	T550	GW54	to be or not to be	Circe Invidiosa is a painting by John William Waterhouse completed in 1892	1
3503	T550	GW54	to be or not to be	He painted in the Art Gallery of South Australia, Adelaide	2
3504	T551	GW27	to be or not to be	Cosmo is a male Jack Russell Terrier.	0
3505	T551	GW27	to be or not to be	Mathilda DeCagny adopted Cosmo to have a dog in acting.	1
3506	T551	GW27	to be or not to be	Cosmo was in acting before being adopted by Mathilda DeCagny.	2
3507	T551	GW33	to be or not to be	Cosmo is a male dog owned by Mathilda DeCagny	0
3508	T551	GW33	to be or not to be	Cosmo is acted in Hotel for Dogs and Beginners	1
3509	T551	GW33	to be or not to be	Mathilda DeCagny is born on 2007	2
3510	T551	GW51	to be or not to be	Cosmo is an American dog found in television shows.	0
3511	T551	GW51	to be or not to be	Cosmo was originally used for advertisments with the company Target.	1
3512	T551	GW51	to be or not to be	Cosmo was originally the dog in the Jetsons.	2
3513	T552	GW33	to be or not to be	defleppard.com is a official website of Def Leppard band	0
3514	T552	GW33	to be or not to be	Def Leppard is in Sheffield, South Yorkshire, England	1
3515	T552	GW33	to be or not to be	Def Leppard is born on 1977	2
3516	T552	GW51	to be or not to be	Def Leppard is an English band from South Yorkshire.	0
3517	T552	GW51	to be or not to be	Def Leppard originally got into metal music after the lead singer heard The Clash's Should I Stay or Should I Go.	1
3518	T552	GW51	to be or not to be	Def Leppard was active in the hip hop genre from 1978 to 1985.	2
3519	T552	GW28	to be or not to be	Def Leppard is an English rock band.	0
3520	T552	GW28	to be or not to be	Def Leppard has a one-handed drummer.	1
3521	T552	GW28	to be or not to be	Def Leppard was signed by only major labels.	2
3522	T553	GW33	to be or not to be	Dave Navarro is born on June 7, 1967	0
3523	T553	GW33	to be or not to be	David Michael Navarro acted in Jane's Addiction,  Red Hot Chili Peppers	1
3524	T553	GW33	to be or not to be	David Michael Navarro is an actor	2
3525	T553	GW51	to be or not to be	Dave Navarro has been in several bands over his 30+ year career.	0
3526	T553	GW51	to be or not to be	Dave Navarro is most famous for his work in Red Hot Chili Peppers.	1
3527	T553	GW51	to be or not to be	Dave Navarro is most famous for his piano work with Alanis Morissette.	2
3528	T553	GW0	to be or not to be	Dave Navarro has been playing music for over thirty years.	0
3529	T553	GW0	to be or not to be	Dave Navarro was the founder of Jane's Addiction.	1
3530	T553	GW0	to be or not to be	Dave Navarro was born in California's largest city.	2
3531	T555	GW28	to be or not to be	Darren Criss is an American entertainer.	0
3532	T555	GW28	to be or not to be	Darren Criss has received many awards for his acting ability.	1
3533	T555	GW28	to be or not to be	Darren Criss began his career after graduating university.	2
3534	T555	GW51	to be or not to be	Darren Criss has been active in the entertainment industry since 1997, and only got into his career starting in 2005.	0
3535	T555	GW51	to be or not to be	Darren Criss has been engaged to Mia Swier since 2010.	1
3536	T555	GW51	to be or not to be	Darren Criss attended the University of Michigan in San Francisco.	2
3537	T555	GW33	to be or not to be	Darren Criss is born on February 5, 1987	0
3538	T555	GW33	to be or not to be	Darren Everett Criss is married with Mia Swier	1
3539	T555	GW33	to be or not to be	Darren Criss is working in University of Michigan	2
3540	T556	GW51	to be or not to be	Cloverfield is a film directed by Matt Reeves.	0
3541	T556	GW51	to be or not to be	Cloverfield was regarded as innovative for its camera techniques and its ancillary shots of the large monster in the flm.	1
3542	T556	GW51	to be or not to be	Cloverfield was directed and written by J.J. Abrams.	2
3543	T556	GW28	to be or not to be	Cloverfield is an Hollywood horror movie.	0
3544	T556	GW28	to be or not to be	Cloverfield was an instant hit when it was released.	1
3545	T556	GW28	to be or not to be	Cloverfield starred well-known actors that carried the movie.	2
3546	T556	GW54	to be or not to be	Drew Goddard is the writer of this movie Cloverfield	0
3547	T556	GW54	to be or not to be	January 18, 2008 was the initial release date	1
3548	T556	GW54	to be or not to be	85 minutes of running time including interval time	2
3549	T559	GW33	to be or not to be	Dakota Johnson is born on October 4, 1989	0
3550	T559	GW33	to be or not to be	Jesse Johnson is a son of Don Johnson	1
3551	T559	GW33	to be or not to be	Dakota Johnson is a daughter of Peter Griffith	2
3552	T559	GW51	to be or not to be	Dakota Johnson is an American actress and model.	0
3553	T559	GW51	to be or not to be	Dakota Johnson first appeared as an extra on the set of Fresh Prince of Bel Air in 1999.	1
3554	T559	GW51	to be or not to be	Dakota Johnson is an only child to Peter and Tracy Griffith.	2
3555	T559	GW35	to be or not to be	Peter Griffith is the father of Melanie Griffith.	0
3556	T559	GW35	to be or not to be	Dakota Johnson doesn't have any siblings.	1
3557	T559	GW35	to be or not to be	Dakota Johnson is the daughter of Tippi Hedren.	2
3558	T560	GW12	to be or not to be	Creme Puff is the name of Jake Perry's cat.	0
3559	T560	GW12	to be or not to be	Creme Puff is a female cat born in the summer of 1967.	1
3560	T560	GW12	to be or not to be	Jake Perry's cat, Creme Puff, lived for 40 long years.	2
3561	T560	GW51	to be or not to be	Creme Puff was a cat located in Austin, Texas.	0
3562	T560	GW51	to be or not to be	Creme Puff is the oldest known cat to have ever lived.	1
3563	T560	GW51	to be or not to be	Jake Perry took care of Creme Puff for over 40 years.	2
3564	T560	GW33	to be or not to be	Creme Puff is born on August 3, 1967	0
3565	T560	GW33	to be or not to be	Creme Puff is a Felis catus Species	1
3566	T560	GW33	to be or not to be	Creme Puff is born on August 6, 2005	2
3567	T561	GW28	to be or not to be	CNBLUE is a South Korean rock band.	0
3568	T561	GW28	to be or not to be	CNBLUE is an English-speaking band.	1
3569	T561	GW28	to be or not to be	CNBLUE performs exclusively in South Korea.	2
3570	T561	GW51	to be or not to be	CNBLUE is a band from South Korea.	0
3571	T561	GW51	to be or not to be	CNBLUE stands for Cool New Band Leaving Under Everest	1
3572	T561	GW51	to be or not to be	CBLUE began performing in 1999 under the label Fox News Channel Entertainment	2
3573	T561	GW33	to be or not to be	CNBLUE is a Rock, pop,  electronic band opened on 2009	0
3574	T561	GW33	to be or not to be	CNBLUE is operated in Seoul, South Korea	1
3575	T561	GW33	to be or not to be	FNC Entertainment AI Entertainment Warner Music Japan are known as CNBLUE	2
3576	T563	GW28	to be or not to be	Damascus is a city located in Syria.	0
3577	T563	GW28	to be or not to be	Damascus is an ancient city which attracts many tourists.	1
3578	T563	GW28	to be or not to be	Damascus is located on the African continent.	2
3579	T563	GW51	to be or not to be	Damascus is a famous city from ancient times, located in Syria.	0
3580	T563	GW51	to be or not to be	Damascus is the oldest known city in the Arab region.	1
3581	T563	GW51	to be or not to be	Damascus continues to be the capital of Saudi Arabia and was designated as such in 1979.	2
3582	T563	GW11	to be or not to be	Damascus is in Syria.	0
3583	T563	GW11	to be or not to be	Damascus speaks Arabic.	1
3584	T563	GW11	to be or not to be	Damascus has a large population that doesn't speak Arabic.	2
3585	T564	GW33	to be or not to be	Danny Elfman is born on May 29, 1953	0
3586	T564	GW33	to be or not to be	Daniel Robert Elfman film music composer	1
3587	T564	GW33	to be or not to be	Danny Elfman is an actor	2
3588	T564	GW28	to be or not to be	Danny Elfman is an American singer, songwriter.	0
3589	T564	GW28	to be or not to be	Danny Elfman is famous for his ode to LA.	1
3590	T564	GW28	to be or not to be	Danny Elfman started his career in his twenties.	2
3591	T564	GW12	to be or not to be	Danny Elfman was associated with Oingo Boingo during his active years.	0
3592	T564	GW12	to be or not to be	The singing career of Danny Elfman began in 1972.	1
3593	T564	GW12	to be or not to be	Danny Elfman was born in 1953 in northern California.	2
3594	T566	GW28	to be or not to be	Davao City is located in South East Asia.	0
3595	T566	GW28	to be or not to be	Davao City is the Philippines largest city.	1
3596	T566	GW28	to be or not to be	Davao City is named for its Spanish founder.	2
3597	T566	GW33	to be or not to be	Davao City is Highly Urbanized City on December 22, 1979 in Philippines	0
3598	T566	GW33	to be or not to be	Davao City is only Highly Urbanized City in Philippines	1
3599	T566	GW33	to be or not to be	Philippines is Founded on June 29, 1848	2
3600	T566	GW51	to be or not to be	Davao City was founded in 1848 within the Philippines.	0
3601	T566	GW51	to be or not to be	The most populous districts of the Philippines reside in Davao City.	1
3602	T566	GW51	to be or not to be	Davao City was originally founded by Portugal.	2
3603	T569	GW55	to be or not to be	Destiny's Child no longer performed in the year 2009.	0
3604	T569	GW55	to be or not to be	Destiny's Child played many early concerts in Dallas, TX.	1
3605	T569	GW55	to be or not to be	Destiny's Child originally performed under the name Girl's Child.	2
3606	T569	GW28	to be or not to be	Destiny's Child was a 20th century American girls group.	0
3607	T569	GW28	to be or not to be	Destiny's Child started the career of a young Beyonce.	1
3608	T569	GW28	to be or not to be	Destiny's Child performed for two decades before disbanding.	2
3609	T569	GW33	to be or not to be	Destiny's Child is also known as Girl's Tyme has a website destinyschild.com	0
3610	T569	GW33	to be or not to be	Girl's Tyme is in active for 16 years	1
3611	T569	GW33	to be or not to be	Girl's Tyme is born on 2006	2
3612	T570	GW51	to be or not to be	Cinderella is a U.S. band that was active for 35 years.	0
3613	T570	GW51	to be or not to be	Cinderella is named after the Disney princess, Cinderella.	1
3614	T570	GW51	to be or not to be	Cinderella  was under the label of Death Row Records when they originally started as a band in 1976.	2
3615	T570	GW28	to be or not to be	Cinderella is an American metal band.	0
3616	T570	GW28	to be or not to be	Cinderella won many awards for its music as well as their makeup.	1
3617	T570	GW28	to be or not to be	Cinderella performed for four decades.	2
3618	T570	GW33	to be or not to be	Cinderellais a band started at 1982	0
3619	T570	GW33	to be or not to be	cinderella.net is a official website  of Cinderella	1
3620	T570	GW33	to be or not to be	Cinderellais a band started at 2017	2
3621	T571	GW51	to be or not to be	Diamond Trellis FabergŽ egg is a gold, jade, and rose color diamond egg.	0
3622	T571	GW51	to be or not to be	The British Royal Collection is located within the famous Tower of London.	1
3623	T571	GW51	to be or not to be	The Diamond Trellis Faberge egg consists of rubies and platinum.	2
3624	T571	GW33	to be or not to be	Diamond Trellis FabergŽ egg is created with Gold, jadeite, rose-cut diamonds by August Holmstršm	0
3625	T571	GW33	to be or not to be	Diamond Trellis FabergŽ egg was discovered in the British Royal Collection.	1
3626	T571	GW33	to be or not to be	August Holmstršm's Height is 108 mm (4 1/4 in.)	2
3627	T571	GW28	to be or not to be	Diamond Trellis FabergŽ egg is made of precious gems and metals.	0
3628	T571	GW28	to be or not to be	Diamond Trellis FabergŽ egg is very heavy because of the precious metals.	1
3629	T571	GW28	to be or not to be	Diamond Trellis FabergŽ egg is hollow inside.	2
3630	T572	GW51	to be or not to be	Christ of Saint John of the Cross is an oil painting by Salvador Dali.	0
3631	T572	GW51	to be or not to be	Dali is one of the most famous painters from Spain.	1
3632	T572	GW51	to be or not to be	Salvador Dali is the most famous realist painting from Europe.	2
3633	T572	GW28	to be or not to be	Christ of Saint John of the Cross is a 20th century work of art by a Spanish artist.	0
3634	T572	GW28	to be or not to be	Christ of Saint John of the Cross is held in a special wooden frame.	1
3635	T572	GW28	to be or not to be	Christ of Saint John of the Cross is a mural painted on the roof of a church.	2
3636	T572	GW33	to be or not to be	Christ of Saint John of the Cross is painted by Salvador Dal’ on 1951	0
3637	T572	GW33	to be or not to be	Salvador Dal’ use Oil on canvas to draw Christ of Saint John of the Cross	1
3638	T572	GW33	to be or not to be	Salvador Dal’'s height is 205 cm	2
3639	T573	GW53	to be or not to be	Grant Wood created art on masonite.	0
3640	T573	GW53	to be or not to be	Grant Wood used masonite for all of his art.	1
3641	T573	GW53	to be or not to be	Daughters of Revolution was made after 1940.	2
3642	T573	GW33	to be or not to be	Daughters of Revolution is a painting by	0
3643	T573	GW33	to be or not to be	Daughters of Revolution is in Cincinnati Art Museum, Cincinnati	1
3644	T573	GW33	to be or not to be	Artist Grant Wood is in Cincinnati Art Museum, Cincinnati	2
3645	T573	GW51	to be or not to be	Daughters of Revolution is an oil painting located in Cincinnati.	0
3646	T573	GW51	to be or not to be	Daughters of Revolution is Grant Wood's first painting to be comissioned in the Cincinnati Art Museum	1
3647	T573	GW51	to be or not to be	Grant Wood stole the idea for Daughters of Revolution from another artist in Cincinnati.	2
3648	T574	GW51	to be or not to be	Danish Palaces FabergŽ egg is a physical structure prodcued by multiple artists.	0
3649	T574	GW51	to be or not to be	The Danish Palaces FabergŽ egg is the most valuable work of art produced by the Danish.	1
3650	T574	GW51	to be or not to be	The Danish Palaces FabergŽ egg is one of the largest works of art produced in modern history.	2
3651	T574	GW33	to be or not to be	Danish Palaces FabergŽ egg is created by Mikhail Perkhin, miniatures by Konstantin Krijitski.	0
3652	T574	GW33	to be or not to be	Danish Palaces FabergŽ egg has 10 panel screen	1
3653	T574	GW33	to be or not to be	Mikhail Perkhin's height is 102 millimetres (4.0 in)	2
3654	T574	GW56	to be or not to be	The 10 panel screen is gold and watercolor on mother of pearl.	0
3655	T574	GW56	to be or not to be	It is a very time consuming process.	1
3656	T574	GW56	to be or not to be	The miniatures are by Mikhial Perkhin.	2
3657	T575	GW51	to be or not to be	Dash For Cash is a stallion racehorse born in 1973.	0
3658	T575	GW51	to be or not to be	Dash For Cash was born and bred in Kentucky in the United States.	1
3659	T575	GW51	to be or not to be	Dash for Cash was bred by Hillshire Farms and was a mix of blonde and brown colored.	2
3660	T575	GW3	to be or not to be	Dash For Cash was an American racing horse who was born in 1972	0
3661	T575	GW3	to be or not to be	Rocket Wrangler was a racing horse	1
3662	T575	GW3	to be or not to be	Dash For Cash was a female racing horse	2
3663	T575	GW33	to be or not to be	B. F. Phillips, Jr. is a Breeder of Dash For Cash	0
3664	T575	GW33	to be or not to be	Dash For Cash is a Rocket Wrangler	1
3665	T575	GW33	to be or not to be	Dash For Cash is died on  1973	2
3666	T576	GW28	to be or not to be	Christopher Nolan works in the film industry and has dual-citizenship.	0
3667	T576	GW28	to be or not to be	Christopher Nolan has won numerous awards for his work.	1
3668	T576	GW28	to be or not to be	Christopher Nolan started his career in his twenties.	2
3669	T576	GW0	to be or not to be	Christopher Nolan has been married for over twenty years.	0
3670	T576	GW0	to be or not to be	Christopher Nolan's children were all born in the United States.	1
3671	T576	GW0	to be or not to be	Christopher Nolan attended college in the United States.	2
3672	T576	GW51	to be or not to be	Christopher Nolan is a well-known British director.	0
3673	T576	GW51	to be or not to be	Nolan first got his start as a feature film director with his self-written movie, Memento.	1
3674	T576	GW51	to be or not to be	Christopher Nolan has 3 children with his spouse of 30 years.	2
3675	T580	GW51	to be or not to be	Danzig is a metal rock band that's been performing for over 30 years.	0
3676	T580	GW51	to be or not to be	Danzig is the most successful band by sales to come out of the state of New Jersey.	1
3677	T580	GW51	to be or not to be	Danzig started their work when they formed in Hamburg, Germany less than 10 years ago.	2
3678	T580	GW28	to be or not to be	Danzig is an American metal band.	0
